,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,customer_age
20970,Male,Loyal customer,11,Personal Travel,Eco,2227,4,1,4,2,4,4,4,4,1,5,1,3,1,4,0,0,Satisfied,Youth
20971,Male,Disloyal customer,21,Business travel,Eco,283,3,1,4,3,3,4,4,3,3,2,3,4,4,3,0,0,Neutral or dissatisfied,Youth
20972,Female,Loyal customer,40,Business travel,Business,3676,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,Satisfied,Young Adults
20973,Female,Loyal customer,51,Business travel,Business,2623,2,2,2,2,5,5,4,4,4,4,4,3,4,5,25,25,Satisfied,Middle Adults
20974,Female,Loyal customer,38,Personal Travel,Business,322,4,5,4,1,5,4,3,3,3,4,3,3,3,4,105,102,Neutral or dissatisfied,Young Adults
20975,Male,Loyal customer,10,Personal Travel,Eco,787,4,4,4,1,3,4,3,3,3,2,5,5,5,3,1,0,Neutral or dissatisfied,Youth
20976,Male,Loyal customer,40,Business travel,Business,2422,4,4,4,4,5,5,5,5,3,4,4,5,4,5,89,80,Satisfied,Young Adults
20977,Male,Loyal customer,49,Personal Travel,Eco,1218,2,3,2,3,4,2,4,4,5,4,1,3,1,4,0,0,Neutral or dissatisfied,Middle Adults
20978,Male,Disloyal customer,37,Business travel,Eco Plus,459,3,3,3,4,5,3,5,5,2,4,3,2,4,5,0,0,Neutral or dissatisfied,Young Adults
20979,Male,Loyal customer,25,Personal Travel,Eco,605,1,5,1,1,4,1,4,4,2,5,4,5,5,4,0,0,Neutral or dissatisfied,Youth
20980,Male,Loyal customer,49,Business travel,Business,271,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0,Satisfied,Middle Adults
20981,Male,Loyal customer,51,Business travel,Business,3717,3,3,3,3,2,4,4,4,4,4,4,5,4,3,0,1,Satisfied,Middle Adults
20982,Female,Loyal customer,47,Personal Travel,Eco,883,2,0,1,2,1,3,5,1,1,1,1,2,1,3,15,9,Neutral or dissatisfied,Middle Adults
20983,Male,Loyal customer,48,Business travel,Business,3279,2,2,2,2,2,5,4,5,5,5,5,5,5,4,0,0,Satisfied,Middle Adults
20984,Female,Loyal customer,30,Business travel,Business,2756,1,1,1,1,5,5,5,5,3,2,5,4,4,5,0,0,Satisfied,Young Adults
20985,Female,Disloyal customer,27,Business travel,Eco,867,1,1,1,4,4,1,4,4,1,2,3,1,3,4,0,0,Neutral or dissatisfied,Young Adults
20986,Male,Loyal customer,44,Business travel,Business,2311,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0,Satisfied,Middle Adults
20987,Female,Loyal customer,67,Personal Travel,Eco Plus,152,3,2,0,3,2,4,4,5,5,0,5,4,5,2,4,0,Neutral or dissatisfied,Senior
20988,Male,Loyal customer,25,Business travel,Business,3547,2,2,2,2,5,5,5,5,5,5,1,4,4,5,0,0,Satisfied,Youth
20989,Male,Disloyal customer,37,Business travel,Eco,432,3,2,4,4,1,4,1,1,3,5,3,2,4,1,0,0,Neutral or dissatisfied,Young Adults
20990,Male,Loyal customer,14,Business travel,Eco,550,2,4,4,4,2,2,1,2,1,5,3,3,3,2,0,9,Neutral or dissatisfied,Youth
20991,Female,Loyal customer,44,Business travel,Eco,979,3,4,4,4,5,3,5,3,3,3,3,1,3,3,8,0,Satisfied,Middle Adults
20992,Female,Loyal customer,32,Business travel,Eco Plus,337,4,2,4,2,4,4,4,4,5,1,3,5,1,4,0,1,Satisfied,Young Adults
20993,Female,Loyal customer,52,Business travel,Eco,584,3,3,3,3,1,2,3,3,3,3,3,2,3,3,0,62,Neutral or dissatisfied,Middle Adults
20994,Female,Loyal customer,52,Business travel,Eco,771,4,4,4,4,4,2,1,3,3,4,3,1,3,3,57,51,Satisfied,Middle Adults
20995,Male,Loyal customer,42,Personal Travel,Eco,190,1,4,1,2,3,1,3,3,5,4,5,5,5,3,0,0,Neutral or dissatisfied,Middle Adults
20996,Male,Loyal customer,34,Business travel,Business,2948,1,1,1,1,4,5,4,4,4,4,4,5,4,3,11,0,Satisfied,Young Adults
20997,Male,Disloyal customer,26,Business travel,Business,2367,4,4,4,4,4,2,2,3,2,4,4,2,3,2,282,280,Neutral or dissatisfied,Young Adults
20998,Female,Loyal customer,50,Business travel,Business,3781,4,4,2,4,3,5,5,5,5,5,5,4,5,5,15,3,Satisfied,Middle Adults
20999,Male,Loyal customer,31,Business travel,Business,1532,1,1,1,1,1,1,1,1,3,2,4,1,3,1,13,12,Neutral or dissatisfied,Young Adults
21000,Female,Loyal customer,50,Business travel,Business,1379,5,5,1,5,5,5,5,5,5,5,5,5,5,4,19,0,Satisfied,Middle Adults
21001,Male,Loyal customer,64,Personal Travel,Eco,296,3,5,3,5,4,3,4,4,4,4,4,2,1,4,0,0,Neutral or dissatisfied,Senior
21002,Male,Loyal customer,32,Business travel,Business,3970,4,4,4,4,5,5,5,5,4,4,5,3,4,5,0,0,Satisfied,Young Adults
21003,Female,Loyal customer,33,Personal Travel,Eco,530,1,5,2,1,1,2,1,1,3,3,5,5,4,1,8,6,Neutral or dissatisfied,Young Adults
21004,Male,Loyal customer,28,Business travel,Business,689,3,3,3,3,5,5,5,5,4,3,4,5,4,5,0,0,Satisfied,Young Adults
21005,Male,Loyal customer,65,Business travel,Business,590,2,1,1,1,1,4,4,2,2,2,2,2,2,3,0,0,Neutral or dissatisfied,Senior
21006,Male,Loyal customer,23,Business travel,Business,263,1,1,1,1,5,5,5,5,2,1,5,3,5,5,10,0,Satisfied,Youth
21007,Male,Loyal customer,44,Business travel,Business,306,3,3,3,3,2,5,4,4,4,4,4,5,4,5,2,0,Satisfied,Middle Adults
21008,Female,Loyal customer,49,Business travel,Business,341,1,3,3,3,5,2,3,1,1,1,1,1,1,2,67,61,Neutral or dissatisfied,Middle Adults
21009,Female,Loyal customer,33,Personal Travel,Eco,937,2,2,2,4,4,2,4,4,4,5,4,4,4,4,0,0,Neutral or dissatisfied,Young Adults
21010,Female,Disloyal customer,36,Personal Travel,Eco,1501,0,4,0,3,4,0,4,4,5,4,5,5,5,4,0,0,Satisfied,Young Adults
21011,Female,Loyal customer,31,Business travel,Business,1898,2,4,5,5,2,2,2,2,4,1,3,2,3,2,0,0,Neutral or dissatisfied,Young Adults
21012,Female,Loyal customer,13,Personal Travel,Eco,201,4,5,0,3,3,0,3,3,5,5,4,5,1,3,0,0,Satisfied,Youth
21013,Female,Loyal customer,40,Business travel,Eco,147,4,2,2,2,4,4,4,1,4,3,2,4,2,4,146,156,Neutral or dissatisfied,Young Adults
21014,Male,Loyal customer,70,Personal Travel,Eco,744,3,2,3,4,1,3,1,1,4,3,3,4,4,1,0,0,Neutral or dissatisfied,Senior
21015,Female,Loyal customer,45,Business travel,Business,2133,1,1,1,1,4,4,4,2,2,2,2,4,2,3,19,12,Satisfied,Middle Adults
21016,Female,Loyal customer,13,Business travel,Eco Plus,1504,4,2,2,2,4,4,5,4,3,1,5,3,2,4,8,1,Satisfied,Youth
21017,Female,Loyal customer,52,Personal Travel,Eco,2153,1,5,1,3,2,4,4,3,3,1,3,4,3,3,0,0,Neutral or dissatisfied,Middle Adults
21018,Female,Loyal customer,11,Business travel,Business,2360,1,5,2,5,1,1,1,1,4,1,3,1,3,1,17,16,Neutral or dissatisfied,Youth
21019,Male,Disloyal customer,37,Business travel,Eco,636,2,3,2,3,1,2,1,1,1,4,4,2,4,1,22,14,Neutral or dissatisfied,Young Adults
21020,Male,Loyal customer,56,Personal Travel,Eco,991,3,2,3,4,5,3,5,5,4,3,4,2,4,5,12,3,Neutral or dissatisfied,Middle Adults
21021,Male,Loyal customer,21,Personal Travel,Eco,368,2,1,2,3,3,2,5,3,2,4,4,2,4,3,0,0,Neutral or dissatisfied,Youth
21022,Male,Loyal customer,11,Personal Travel,Eco Plus,577,2,4,2,1,4,2,4,4,3,5,5,4,4,4,1,0,Neutral or dissatisfied,Youth
21023,Male,Loyal customer,34,Personal Travel,Eco,967,1,5,1,5,4,1,5,4,5,2,4,4,5,4,5,11,Neutral or dissatisfied,Young Adults
21024,Male,Loyal customer,29,Personal Travel,Business,2296,1,4,1,3,4,1,4,4,5,2,3,5,4,4,8,0,Neutral or dissatisfied,Young Adults
21025,Female,Disloyal customer,22,Business travel,Eco,650,2,0,2,1,4,2,4,4,3,2,5,5,4,4,0,0,Neutral or dissatisfied,Youth
21026,Male,Loyal customer,34,Business travel,Eco,4243,5,5,5,5,5,5,5,4,5,2,5,5,5,5,4,1,Satisfied,Young Adults
21027,Male,Loyal customer,57,Business travel,Business,1989,3,3,3,3,3,4,4,5,5,5,5,5,5,4,2,0,Satisfied,Middle Adults
21028,Male,Disloyal customer,34,Business travel,Business,468,3,3,3,4,5,3,5,5,4,5,5,3,5,5,3,4,Neutral or dissatisfied,Young Adults
21029,Female,Loyal customer,18,Personal Travel,Eco,719,3,4,3,3,4,3,1,4,5,5,4,4,5,4,0,0,Neutral or dissatisfied,Youth
21030,Female,Loyal customer,52,Business travel,Business,533,4,4,4,4,5,4,5,5,5,5,5,4,5,4,5,0,Satisfied,Middle Adults
21031,Male,Loyal customer,53,Business travel,Business,3011,5,5,5,5,2,4,4,4,4,4,4,3,4,3,0,2,Satisfied,Middle Adults
21032,Male,Loyal customer,24,Business travel,Business,1547,4,1,1,1,4,4,4,4,2,3,4,4,4,4,7,0,Neutral or dissatisfied,Youth
21033,Male,Loyal customer,24,Business travel,Eco,341,5,1,1,1,5,5,5,5,2,3,2,5,1,5,0,0,Satisfied,Youth
21034,Male,Loyal customer,47,Business travel,Business,3425,3,3,3,3,3,2,5,5,5,5,5,5,5,4,0,0,Satisfied,Middle Adults
21035,Female,Loyal customer,47,Business travel,Business,3777,5,5,5,5,4,5,5,4,4,4,5,4,4,4,0,0,Satisfied,Middle Adults
21036,Female,Loyal customer,8,Personal Travel,Eco,476,4,2,4,3,4,4,4,4,1,5,4,2,3,4,1,0,Neutral or dissatisfied,Youth
21037,Male,Loyal customer,60,Business travel,Business,3959,5,5,5,5,3,5,4,4,4,4,4,3,4,4,0,0,Satisfied,Middle Adults
21038,Male,Loyal customer,62,Business travel,Business,2639,4,4,4,4,5,3,1,5,5,5,5,2,5,5,0,0,Satisfied,Senior
21039,Male,Loyal customer,24,Business travel,Business,646,4,3,2,3,4,4,4,2,1,4,4,4,2,4,227,209,Neutral or dissatisfied,Youth
21040,Male,Loyal customer,37,Business travel,Business,594,3,3,5,3,3,5,5,5,5,5,5,3,5,4,0,0,Satisfied,Young Adults
21041,Female,Loyal customer,45,Business travel,Business,1744,3,3,3,3,5,3,5,4,4,4,4,4,4,5,9,0,Satisfied,Middle Adults
21042,Female,Disloyal customer,29,Business travel,Business,363,3,3,3,1,5,3,5,5,4,3,4,5,4,5,0,0,Neutral or dissatisfied,Young Adults
21043,Male,Loyal customer,60,Personal Travel,Eco,407,2,4,4,3,1,4,1,1,1,1,4,4,3,1,14,12,Neutral or dissatisfied,Middle Adults
21044,Male,Disloyal customer,24,Business travel,Business,187,0,4,0,4,1,0,1,1,4,4,5,5,4,1,15,4,Satisfied,Youth
21045,Male,Loyal customer,17,Personal Travel,Eco,82,1,3,1,3,5,1,5,5,5,5,2,4,2,5,0,0,Neutral or dissatisfied,Youth
21046,Male,Loyal customer,55,Business travel,Business,2486,1,1,1,1,4,4,4,4,2,4,5,4,5,4,15,27,Satisfied,Middle Adults
21047,Female,Disloyal customer,40,Business travel,Business,132,3,3,3,3,1,3,1,1,3,4,5,4,5,1,0,0,Neutral or dissatisfied,Young Adults
21048,Male,Disloyal customer,26,Business travel,Business,287,3,4,3,1,4,3,4,4,2,4,4,3,2,4,17,9,Neutral or dissatisfied,Young Adults
21049,Female,Disloyal customer,30,Business travel,Eco,866,2,1,1,4,1,1,1,1,4,5,1,4,4,1,1,2,Neutral or dissatisfied,Young Adults
21050,Female,Disloyal customer,37,Business travel,Business,967,2,2,2,5,4,2,4,4,3,2,4,3,4,4,0,0,Neutral or dissatisfied,Young Adults
21051,Female,Loyal customer,53,Business travel,Eco,416,4,3,3,3,3,3,2,4,4,4,4,1,4,3,3,1,Satisfied,Middle Adults
21052,Male,Loyal customer,47,Business travel,Business,3704,1,1,2,1,5,4,5,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
21053,Male,Loyal customer,24,Business travel,Business,594,1,1,1,1,4,4,4,4,5,4,4,4,5,4,10,25,Satisfied,Youth
21054,Male,Loyal customer,57,Personal Travel,Eco,925,3,5,3,1,1,3,1,1,4,3,5,5,4,1,0,0,Neutral or dissatisfied,Middle Adults
21055,Female,Loyal customer,70,Personal Travel,Eco,391,4,1,4,2,4,3,3,4,4,4,4,2,4,1,20,47,Neutral or dissatisfied,Senior
21056,Male,Loyal customer,26,Business travel,Business,1543,2,2,2,2,4,4,4,4,1,3,1,1,5,4,27,19,Satisfied,Young Adults
21057,Female,Loyal customer,49,Business travel,Business,1337,1,1,1,1,5,4,5,2,2,2,2,3,2,4,0,2,Satisfied,Middle Adults
21058,Female,Disloyal customer,38,Business travel,Eco,1102,3,3,3,3,5,3,5,5,4,2,3,3,3,5,4,12,Neutral or dissatisfied,Young Adults
21059,Male,Loyal customer,50,Personal Travel,Eco,1389,5,5,5,4,4,5,4,4,4,4,5,3,4,4,0,0,Satisfied,Middle Adults
21060,Female,Loyal customer,42,Business travel,Business,1390,5,5,5,5,5,5,4,5,5,5,5,3,5,5,6,0,Satisfied,Middle Adults
21061,Male,Loyal customer,54,Business travel,Eco,529,3,1,1,1,3,3,3,3,3,5,3,2,4,3,0,0,Neutral or dissatisfied,Middle Adults
21062,Male,Loyal customer,36,Business travel,Business,2097,3,3,2,3,4,4,5,3,3,3,3,4,3,3,20,5,Satisfied,Young Adults
21063,Female,Loyal customer,55,Business travel,Business,151,1,1,1,1,4,4,3,5,5,5,3,1,5,3,0,0,Satisfied,Middle Adults
21064,Male,Loyal customer,55,Business travel,Business,1504,4,4,4,4,3,5,5,2,2,2,2,5,2,5,0,0,Satisfied,Middle Adults
21065,Female,Loyal customer,24,Business travel,Business,2634,5,5,5,5,5,5,5,5,4,2,4,4,5,5,17,0,Satisfied,Youth
21066,Male,Loyal customer,51,Business travel,Business,3542,2,2,2,2,2,5,5,4,4,5,4,4,4,4,67,59,Satisfied,Middle Adults
21067,Female,Loyal customer,57,Business travel,Business,2253,2,5,5,5,4,2,4,2,2,2,2,1,2,3,11,17,Neutral or dissatisfied,Middle Adults
21068,Male,Loyal customer,59,Business travel,Business,1337,3,2,2,2,2,4,4,3,3,3,3,4,3,1,0,0,Neutral or dissatisfied,Middle Adults
21069,Female,Disloyal customer,38,Business travel,Eco,412,2,3,2,4,2,2,2,2,1,1,3,1,4,2,19,8,Neutral or dissatisfied,Young Adults
21070,Female,Loyal customer,48,Business travel,Business,2629,0,5,0,2,3,5,4,4,4,4,4,4,4,4,0,0,Satisfied,Middle Adults
21071,Male,Loyal customer,54,Business travel,Eco,109,1,0,0,4,3,1,2,3,1,5,3,4,3,3,0,0,Neutral or dissatisfied,Middle Adults
21072,Female,Loyal customer,50,Business travel,Business,3410,2,5,2,2,5,4,5,5,5,5,5,4,5,5,0,0,Satisfied,Middle Adults
21073,Male,Disloyal customer,49,Business travel,Business,719,5,5,5,3,2,5,2,2,3,4,4,3,5,2,16,20,Satisfied,Middle Adults
21074,Female,Loyal customer,43,Business travel,Business,1044,1,1,4,1,5,4,5,5,5,4,5,5,5,5,1,12,Satisfied,Middle Adults
21075,Female,Loyal customer,39,Business travel,Business,2883,1,1,1,1,2,4,5,5,5,5,5,3,5,5,22,25,Satisfied,Young Adults
21076,Male,Loyal customer,30,Business travel,Business,1720,4,3,3,3,4,3,4,4,2,4,3,3,4,4,0,0,Neutral or dissatisfied,Young Adults
21077,Female,Loyal customer,60,Business travel,Business,190,2,2,2,2,2,4,1,5,5,5,3,2,5,4,0,0,Satisfied,Middle Adults
21078,Male,Loyal customer,27,Personal Travel,Eco,1972,3,0,3,3,1,3,1,1,3,5,4,4,5,1,1,0,Neutral or dissatisfied,Young Adults
21079,Female,Loyal customer,61,Business travel,Eco,134,2,4,4,4,3,3,4,2,2,2,2,1,2,2,0,0,Neutral or dissatisfied,Senior
21080,Male,Loyal customer,51,Personal Travel,Eco,391,3,4,3,3,1,3,1,1,3,2,1,4,2,1,0,0,Neutral or dissatisfied,Middle Adults
21081,Male,Loyal customer,63,Business travel,Business,222,4,4,4,4,1,1,1,4,4,4,5,3,4,5,5,1,Satisfied,Senior
21082,Male,Disloyal customer,37,Business travel,Eco,811,3,3,3,3,3,3,5,4,2,3,3,5,1,5,0,14,Neutral or dissatisfied,Young Adults
21083,Male,Loyal customer,48,Personal Travel,Eco,120,4,4,0,4,4,0,4,4,1,5,5,4,4,4,9,2,Satisfied,Middle Adults
21084,Female,Loyal customer,56,Business travel,Business,1829,1,3,3,3,3,4,4,1,1,1,1,1,1,2,0,0,Neutral or dissatisfied,Middle Adults
21085,Male,Loyal customer,40,Personal Travel,Eco,416,3,3,3,3,3,3,3,3,4,1,2,3,2,3,0,0,Neutral or dissatisfied,Young Adults
21086,Male,Disloyal customer,16,Business travel,Eco,479,1,1,1,4,1,1,1,1,3,3,3,2,4,1,43,27,Neutral or dissatisfied,Youth
21087,Male,Loyal customer,29,Business travel,Eco Plus,1562,2,3,3,3,2,2,2,2,3,1,2,4,2,2,0,0,Neutral or dissatisfied,Young Adults
21088,Male,Loyal customer,9,Personal Travel,Eco,1096,1,1,1,4,4,1,4,4,2,5,2,3,4,4,0,0,Neutral or dissatisfied,Youth
21089,Male,Loyal customer,30,Personal Travel,Eco,1235,4,4,4,3,2,4,4,2,5,4,2,5,3,2,0,4,Neutral or dissatisfied,Young Adults
21090,Female,Disloyal customer,58,Business travel,Business,316,4,4,4,4,3,4,3,3,4,5,5,5,5,3,33,30,Neutral or dissatisfied,Middle Adults
21091,Male,Loyal customer,37,Business travel,Business,3878,1,1,1,1,3,4,3,1,1,2,1,1,1,3,0,4,Neutral or dissatisfied,Young Adults
21092,Female,Loyal customer,34,Business travel,Business,543,5,5,4,5,2,5,4,4,4,4,4,3,4,5,6,6,Satisfied,Young Adults
21093,Female,Disloyal customer,37,Business travel,Business,460,3,3,3,1,3,3,3,3,4,5,4,5,4,3,42,71,Neutral or dissatisfied,Young Adults
21094,Female,Loyal customer,39,Business travel,Business,371,4,4,4,4,2,3,2,4,4,5,4,2,4,1,0,0,Satisfied,Young Adults
21095,Male,Loyal customer,28,Business travel,Business,1721,1,1,1,1,4,4,4,4,5,2,5,5,4,4,0,0,Satisfied,Young Adults
21096,Female,Loyal customer,27,Business travel,Business,895,1,5,5,5,1,1,1,1,4,5,4,4,4,1,6,9,Neutral or dissatisfied,Young Adults
21097,Female,Loyal customer,53,Business travel,Business,733,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1,0,Neutral or dissatisfied,Middle Adults
21098,Female,Loyal customer,39,Business travel,Business,2977,3,1,3,3,5,5,5,4,4,4,4,4,4,3,0,19,Satisfied,Young Adults
21099,Male,Loyal customer,39,Business travel,Business,1892,1,1,1,1,3,4,4,3,3,4,3,4,3,3,15,0,Satisfied,Young Adults
21100,Male,Loyal customer,32,Business travel,Business,3432,3,3,3,3,5,5,5,5,2,4,4,2,5,5,41,64,Satisfied,Young Adults
21101,Male,Disloyal customer,33,Business travel,Eco,109,3,0,3,4,1,3,1,1,4,3,4,5,4,1,3,0,Neutral or dissatisfied,Young Adults
21102,Female,Disloyal customer,43,Business travel,Eco,467,2,4,2,3,4,2,4,4,3,2,1,4,2,4,23,54,Neutral or dissatisfied,Middle Adults
21103,Male,Loyal customer,51,Business travel,Business,1750,2,2,2,2,3,3,4,2,2,2,2,4,2,5,14,0,Satisfied,Middle Adults
21104,Female,Loyal customer,42,Business travel,Business,2666,2,1,1,1,4,4,4,2,2,3,2,2,2,1,2,54,Neutral or dissatisfied,Middle Adults
21105,Female,Loyal customer,38,Business travel,Business,3857,1,4,3,4,5,3,3,1,1,1,1,4,1,4,0,28,Neutral or dissatisfied,Young Adults
21106,Male,Loyal customer,10,Personal Travel,Eco Plus,1180,3,5,3,1,2,3,1,2,3,5,3,5,4,2,13,19,Neutral or dissatisfied,Youth
21107,Female,Loyal customer,46,Business travel,Business,3826,3,3,3,3,5,5,5,4,2,5,4,5,5,5,247,254,Satisfied,Middle Adults
21108,Female,Disloyal customer,38,Business travel,Eco Plus,991,3,4,4,3,2,4,2,2,4,5,3,2,4,2,0,2,Neutral or dissatisfied,Young Adults
21109,Male,Loyal customer,14,Personal Travel,Eco Plus,212,2,4,2,1,5,2,3,5,5,3,4,5,4,5,12,9,Neutral or dissatisfied,Youth
21110,Female,Loyal customer,42,Business travel,Business,666,5,5,5,5,3,4,4,4,4,4,4,5,4,4,5,0,Satisfied,Middle Adults
21111,Male,Loyal customer,45,Business travel,Eco Plus,405,2,4,4,4,2,2,2,2,1,3,4,2,3,2,0,0,Neutral or dissatisfied,Middle Adults
21112,Male,Loyal customer,44,Business travel,Business,3520,4,4,4,4,5,4,4,3,3,3,3,3,3,4,0,0,Satisfied,Middle Adults
21113,Female,Loyal customer,22,Personal Travel,Eco,577,5,5,5,3,1,5,1,1,4,2,5,3,4,1,0,0,Satisfied,Youth
21114,Female,Loyal customer,42,Business travel,Business,1956,0,4,0,2,4,5,5,3,3,3,3,4,3,3,0,0,Satisfied,Middle Adults
21115,Female,Disloyal customer,75,Business travel,Eco,394,3,1,3,4,3,3,3,3,4,1,3,4,4,3,26,23,Neutral or dissatisfied,Senior
21116,Female,Loyal customer,22,Personal Travel,Eco,1020,1,3,1,2,2,1,4,2,5,5,4,1,5,2,7,0,Neutral or dissatisfied,Youth
21117,Male,Loyal customer,16,Personal Travel,Eco,678,1,5,2,1,2,2,2,2,1,2,5,5,3,2,0,0,Neutral or dissatisfied,Youth
21118,Female,Loyal customer,13,Business travel,Business,628,2,2,2,2,2,2,2,2,1,1,4,4,3,2,0,0,Neutral or dissatisfied,Youth
21119,Female,Loyal customer,59,Business travel,Business,804,3,3,5,3,2,5,5,3,3,3,3,3,3,5,5,4,Satisfied,Middle Adults
21120,Male,Disloyal customer,39,Business travel,Business,399,1,1,1,1,4,1,4,4,5,2,5,3,4,4,7,4,Neutral or dissatisfied,Young Adults
21121,Male,Loyal customer,48,Personal Travel,Business,528,2,3,2,2,3,1,5,5,5,2,5,4,5,4,0,0,Neutral or dissatisfied,Middle Adults
21122,Female,Loyal customer,12,Personal Travel,Eco,1009,4,4,4,4,1,4,1,1,4,2,5,4,5,1,0,0,Satisfied,Youth
21123,Male,Loyal customer,41,Business travel,Business,406,1,1,1,1,2,5,5,4,4,5,4,4,4,5,74,66,Satisfied,Middle Adults
21124,Male,Loyal customer,41,Personal Travel,Eco,1107,3,0,3,1,3,3,3,3,3,4,4,3,4,3,21,5,Neutral or dissatisfied,Middle Adults
21125,Female,Loyal customer,29,Business travel,Business,1501,4,1,1,1,4,3,4,4,3,5,4,1,3,4,5,0,Neutral or dissatisfied,Young Adults
21126,Male,Loyal customer,48,Business travel,Business,184,5,5,5,5,2,5,4,5,5,5,5,4,5,3,0,0,Satisfied,Middle Adults
21127,Female,Loyal customer,47,Business travel,Business,1464,2,2,2,2,4,4,5,5,5,5,5,4,5,5,0,0,Satisfied,Middle Adults
21128,Male,Loyal customer,52,Business travel,Business,2780,4,4,4,4,1,5,1,5,5,5,5,1,5,3,0,0,Satisfied,Middle Adults
21129,Female,Loyal customer,68,Personal Travel,Eco,980,3,4,3,1,2,4,4,2,2,3,2,5,2,4,6,3,Neutral or dissatisfied,Senior
21130,Male,Loyal customer,80,Business travel,Business,226,2,2,2,2,2,5,5,5,5,5,5,5,5,5,0,0,Satisfied,Senior
21131,Male,Disloyal customer,27,Business travel,Eco,907,1,1,1,4,3,1,3,3,2,3,3,1,3,3,0,0,Neutral or dissatisfied,Young Adults
21132,Female,Loyal customer,32,Business travel,Business,1823,4,4,1,4,4,4,4,4,4,5,5,5,4,4,0,0,Satisfied,Young Adults
21133,Male,Loyal customer,41,Personal Travel,Eco,628,2,5,2,5,2,2,2,2,5,5,5,3,4,2,0,0,Neutral or dissatisfied,Middle Adults
21134,Female,Disloyal customer,21,Business travel,Eco,277,2,0,2,5,5,2,5,5,2,2,1,5,5,5,0,0,Neutral or dissatisfied,Youth
21135,Male,Loyal customer,43,Business travel,Business,3744,3,1,3,3,1,3,3,3,3,3,3,2,3,2,45,43,Neutral or dissatisfied,Middle Adults
21136,Male,Disloyal customer,13,Business travel,Business,1440,0,5,0,4,5,0,5,5,4,3,5,3,4,5,0,0,Satisfied,Youth
21137,Male,Loyal customer,51,Personal Travel,Eco,733,2,5,1,3,4,1,4,4,3,1,3,5,1,4,2,0,Neutral or dissatisfied,Middle Adults
21138,Female,Loyal customer,52,Business travel,Eco Plus,140,4,3,3,3,5,2,3,4,4,4,4,2,4,3,0,0,Satisfied,Middle Adults
21139,Female,Disloyal customer,23,Business travel,Eco,544,2,0,2,2,1,2,1,1,3,2,4,4,5,1,0,0,Neutral or dissatisfied,Youth
21140,Female,Loyal customer,30,Personal Travel,Eco,213,1,4,0,3,2,0,2,2,5,4,5,4,5,2,0,0,Neutral or dissatisfied,Young Adults
21141,Female,Loyal customer,32,Business travel,Business,2861,3,3,3,3,4,4,4,4,5,5,5,4,4,4,382,372,Satisfied,Young Adults
21142,Female,Loyal customer,25,Personal Travel,Eco,216,2,3,2,3,2,2,2,2,3,4,3,3,3,2,53,54,Neutral or dissatisfied,Youth
21143,Male,Loyal customer,42,Business travel,Business,3331,2,2,2,2,3,5,5,5,5,5,5,4,5,5,0,0,Satisfied,Middle Adults
21144,Male,Loyal customer,43,Business travel,Business,1892,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0,Satisfied,Middle Adults
21145,Female,Loyal customer,36,Business travel,Eco,224,4,4,4,4,4,4,4,4,5,5,1,4,4,4,0,0,Satisfied,Young Adults
21146,Female,Loyal customer,41,Business travel,Business,2021,0,5,0,1,5,4,4,4,4,3,3,5,4,3,0,0,Satisfied,Middle Adults
21147,Female,Loyal customer,35,Business travel,Eco,2442,1,2,1,1,1,1,1,1,3,3,3,1,1,1,0,0,Neutral or dissatisfied,Young Adults
21148,Male,Loyal customer,42,Business travel,Business,528,4,4,4,4,2,4,5,4,4,4,4,4,4,3,2,0,Satisfied,Middle Adults
21149,Male,Loyal customer,31,Personal Travel,Eco,1055,3,5,4,1,5,4,5,5,4,5,4,5,4,5,0,0,Neutral or dissatisfied,Young Adults
21150,Female,Loyal customer,65,Personal Travel,Eco Plus,1121,4,2,4,3,3,3,4,4,4,4,3,3,4,3,0,0,Neutral or dissatisfied,Senior
21151,Male,Loyal customer,60,Business travel,Business,985,2,5,5,5,1,2,3,2,2,2,2,4,2,2,19,33,Neutral or dissatisfied,Middle Adults
21152,Female,Loyal customer,49,Personal Travel,Eco,315,2,2,2,4,2,5,5,3,5,4,4,5,3,5,158,169,Neutral or dissatisfied,Middle Adults
21153,Female,Disloyal customer,24,Business travel,Eco,481,5,4,4,3,1,4,1,1,3,5,4,3,5,1,1,0,Satisfied,Youth
21154,Female,Loyal customer,59,Personal Travel,Eco,1475,3,5,3,3,5,4,5,3,3,3,3,3,3,4,0,0,Neutral or dissatisfied,Middle Adults
21155,Male,Disloyal customer,36,Business travel,Business,228,4,4,4,4,2,4,2,2,3,3,4,5,4,2,0,0,Neutral or dissatisfied,Young Adults
21156,Female,Loyal customer,60,Business travel,Business,341,0,0,0,1,3,5,4,1,1,1,1,5,1,5,0,0,Satisfied,Middle Adults
